,state,county,fips,project_name,project_op_year,windmills_count,capacity,longitude,latitude
1142,OK,Harper County,40059,Sleeping Bear,90315,2025,4252.5,-4477.494457,1648.711998
1143,OK,Kay County,40071,Blackwell,52312,676,1554.7999999999993,-2533.08159,958.124452
1144,OK,Kay County,40071,Frontier I,122976,3161,10423.799999999996,-5927.900906,2247.5303980000003
1145,OK,Kay County,40071,Kay Wind,261950,16900,38870.0,-12632.864215000005,4802.995106999997
1146,OK,Kay County,40071,Rock Falls,38323,969,2543.625,-1851.186456,701.390325
1147,OK,Kay County,40071,Thunder Ranch,40340,2082,5202.8,-1947.8363500000003,732.3442640000001
1148,OK,Kingfisher County,40073,Kingfisher Wind,197528,7022,14044.0,-9588.207074000002,3503.9959309999986
1149,OK,Kingfisher County,40073,Red Dirt,187581,8835,27830.25,-9093.397098000003,3352.536087000001
1150,OK,Kiowa County,40075,Blue Canyon II,130325,5460,9828.0,-6412.23366,2267.0183120000006
1151,OK,Kiowa County,40075,Rocky Ridge I,78468,3627,5803.200000000004,-3860.9247889999997,1368.415969
1152,OK,Logan County,40083,Guthrie WWTP,2001,1,0.1,-97.435295,35.902493
1153,OK,Logan County,40083,Red Dirt,4034,190,598.5,-195.34153,71.977337
1154,OK,Murray County,40099,Arbuckle Mountain,82615,2050,4100.0,-3984.2544970000004,1410.1835299999998
1155,OK,Murray County,40099,Origin,151050,5625,11250.0,-7295.231085999999,2583.4480360000016
1156,OK,Noble County,40103,Thunder Ranch,187581,9451,23612.1,-9046.563643999998,3400.345614999998
1157,OK,Osage County,40113,Osage Wind,169260,7056,12630.24000000001,-8118.890444999999,3083.360588999999
1158,OK,Pittsburg County,40121,unknown Pittsburg County,-9999,1,-9999.0,-95.77748100000001,34.900234000000005
1159,OK,Roger Mills County,40129,Big Smile Wind Farm at Dempsey Ridge,132792,4356,8712.0,-6587.924957999999,2345.5299
1160,OK,Roger Mills County,40129,Elk City,86387,1849,4252.700000000002,-4296.069031999999,1526.8227430000004
1161,OK,Roger Mills County,40129,Elk City II,122610,2298,3484.800000000002,-6081.269409000001,2164.3902450000005
1162,OK,Roger Mills County,40129,Red Hills,140560,5740,8610.0,-6959.181260000001,2487.7600899999998
1163,OK,Stephens County,40137,Rush Springs Wind Energy Center,96768,5760,11952.0,-4692.292272,1664.1044389999995
1164,OK,Texas County,40139,Goodwell,201500,5924,11848.0,-10163.464789999996,3652.4924940000014
1165,OK,Texas County,40139,KODE Novus I,80480,1600,3200.0,-4054.6084349999996,1461.1764699999997
1166,OK,Texas County,40139,KODE Novus II,40240,400,800.0,-2029.4992210000003,731.4975709999999
1167,OK,Washita County,40149,Little Elk,74555,1369,2738.0,-3659.546324999999,1302.3195859999998
1168,OK,Washita County,40149,Rocky Ridge I,108648,5022,8035.200000000007,-5346.163755000002,1898.617363
1169,OK,Washita County,40149,Weatherford Wind Energy Center Expansion,14035,189,283.5,-690.648635,248.220569
1170,OK,Woodward County,40153,Great Western,58464,1497,3384.0,-2886.575036,1049.2826519999999
1171,OK,Woodward County,40153,High Plains Tech Center,2010,1,0.1,-99.42819200000001,36.406456
1172,OK,Woodward County,40153,Keenan II,132660,4356,10018.799999999997,-6567.323084000001,2394.2694970000007
1173,OK,Woodward County,40153,OK Wind Energy Center(mooreland),82123,2788,4182.0,-4070.8591709999996,1499.526545
1174,OK,Woodward County,40153,OU Spirit,88396,1936,4452.7999999999965,-4377.533008,1598.5509980000004
1175,OK,Woodward County,40153,Seiling 2,42294,1239,2106.2999999999993,-2078.9527949999997,759.5783569999999
1176,OK,Woodward County,40153,unknown Woodward County,100894,2500,-499950.0,-4965.195708000001,1809.1655429999987
1177,OR,Baker County,41001,Benson Creek,10085,25,50.0,-586.370529,222.09215899999998
1178,OR,Baker County,41001,Durbin Creek,10085,25,50.0,-586.6058130000001,221.763763
1179,OR,Baker County,41001,Jett Creek,10085,25,50.0,-586.341377,222.12777
1180,OR,Baker County,41001,Lime Wind,12066,36,18.0,-703.636391,266.38145499999996
1181,OR,Baker County,41001,Prospector,10085,25,50.0,-586.2869649999999,222.084824
1182,OR,Baker County,41001,Willow Spring,10085,25,50.0,-586.362282,221.908513
1183,OR,Gilliam County,41021,"Condon Wind Project, phase I",82041,1681,1008.6000000000006,-4931.106861,1855.371164
1184,OR,Gilliam County,41021,"Condon Wind Project, phase II",84084,1764,1058.4000000000008,-5051.399596,1902.347263
1185,OR,Gilliam County,41021,Horseshoe Bend,122732,7076,17690.0,-7322.531030000002,2780.8182400000005
1186,OR,Gilliam County,41021,Leaning Juniper,134402,4489,6733.5,-8054.054237000001,3058.714812
1187,OR,Gilliam County,41021,Leaning Juniper II,235287,7325,12096.899999999994,-14061.712564,5337.741663999998
1188,OR,Gilliam County,41021,North Hurlburt,42252,504,1260.0,-2521.5232929999997,960.4850630000001
1189,OR,Gilliam County,41021,Pebble Springs,94423,2209,4638.899999999996,-5645.698804,2147.5086240000005
1190,OR,Gilliam County,41021,Rattlesnake Road,98392,2401,5042.099999999999,-5891.746243,2238.7010659999996
1191,OR,Gilliam County,41021,Shepherds Flat,170935,6970,17425.0,-10206.434226000003,3888.6521719999996
1192,OR,Gilliam County,41021,South Hurlburt,171020,9860,24650.0,-10206.270992000002,3883.431588
1193,OR,Gilliam County,41021,Wheatfield,92414,2116,4443.5999999999985,-5534.569855000001,2100.8472739999993
1194,OR,Gilliam County,41021,Willow Creek,36162,864,1296.0,-2160.155442,821.7491
1195,OR,Marion County,41047,Doerfler Farms,2011,1,0.25,-122.80686999999999,44.867569
1196,OR,Morrow County,41049,Echo 1-7,28126,378,623.6999999999999,-1672.632302,639.0933269999999
1197,OR,Morrow County,41049,Echo 8-9,10045,25,50.0,-597.267418,228.224402
1198,OR,Morrow County,41049,Horseshoe Bend,110660,6380,15950.0,-6598.221233999998,2506.588577
1199,OR,Morrow County,41049,South Hurlburt,62372,3596,8990.0,-3719.368773,1413.6710089999997
1200,OR,Morrow County,41049,Threemile Canyon,12054,36,59.4,-719.63311,274.06976299999997
1201,OR,Morrow County,41049,Willow Creek,60270,1440,2160.0,-3599.4979839999996,1369.582843
1202,OR,Sherman County,41055,Biglow Canyon I,152532,5776,9530.399999999987,-9166.876896000003,3470.684446
1203,OR,Sherman County,41055,Biglow Canyon II,138621,4485,10315.5,-8323.869622,3149.1493680000003
1204,OR,Sherman County,41055,Biglow Canyon III,144720,5472,12585.599999999988,-8679.641520000001,3286.228571000002
1205,OR,Sherman County,41055,Hay Canyon,96432,2304,4838.400000000004,-5788.026827000001,2184.331146999999
1206,OR,Sherman County,41055,Klondike I,32016,256,384.0,-1928.80742,729.0354420000002
1207,OR,Sherman County,41055,Klondike II,100250,2500,3750.0,-6029.0569369999985,2279.1262049999996
1208,OR,Sherman County,41055,Klondike III,248868,8336,14052.80000000001,-14949.787179000015,5651.798339000002
1209,OR,Sherman County,41055,Klondike IIIA,104416,2652,3978.0,-6269.162160000002,2369.0603899999996
1210,OR,Sherman County,41055,PaTu Wind Farm,12060,36,54.0,-723.7037220000001,273.64406499999996
1211,OR,Sherman County,41055,Star Point,94470,2209,4638.899999999996,-5662.973533,2138.7819210000002
1212,OR,Umatilla County,41059,Chopin,12096,36,59.4,-710.826775,275.34935899999994
1213,OR,Umatilla County,41059,Combine Hills I,82123,1681,1681.0,-4861.960361000001,1883.5364639999998
1214,OR,Umatilla County,41059,Combine Hills II,126567,3969,3969.0,-7471.168308999999,2894.656732
1215,OR,Umatilla County,41059,Echo 1-7,26117,351,579.15,-1552.3349230000001,594.1517200000001
1216,OR,Umatilla County,41059,Echo 8-9,10045,25,50.0,-597.073333,228.62452299999998
1217,OR,Umatilla County,41059,Stateline Wind Project,344232,17854,11783.640000000001,-20432.79298300001,7909.5602720000015
1218,OR,Umatilla County,41059,Vansycle I,103896,1976,1304.1599999999999,-6170.34926,2389.283755
1219,OR,Umatilla County,41059,Vansycle II,86387,1849,4252.700000000002,-5099.346398,1974.1826339999998
1220,OR,Union County,41061,Elkhorn Valley (08),2008,2,3.3,-117.78908500000001,45.109394
1221,OR,Union County,41061,Elkhorn Valley (La Grande),120420,3540,5841.000000000004,-7068.488302999998,2705.019646
1222,PA,Blair County,42013,Allegheny Ridge,22077,440,880.0,-864.0970599999999,444.394161
1223,PA,Blair County,42013,Chestnut Flats,38209,293,586.0,-1491.1172249999997,769.891507
1224,PA,Blair County,42013,North Allegheny,26117,455,910.0,-1021.3515470000001,525.156365
1225,PA,Blair County,42013,Sandy Ridge,32192,400,800.0,-1252.5665410000001,651.5995709999999
1226,PA,Bradford County,42015,Armenia Mountain,78351,2613,3919.5,-2997.2858410000003,1628.572087
1227,PA,Cambria County,42021,Allegheny Ridge,62217,1240,2480.0,-2436.427856,1251.7623079999998
1228,PA,Cambria County,42021,Highland North,60360,900,2250.0,-2360.3549130000006,1209.6553669999998
1229,PA,Cambria County,42021,Highland Wind Project,50225,625,1562.5,-1967.507232,1006.873409
1230,PA,Cambria County,42021,North Allegheny,40180,700,1400.0,-1571.6959529999997,807.6805729999998
1231,PA,Cambria County,42021,Patton Wind Farm,30180,225,450.0,-1180.379005,609.569372
1232,PA,Centre County,42027,Sandy Ridge,18108,225,450.0,-704.176567,366.76243
1233,PA,Columbia County,42037,Locust Ridge,10030,65,130.0,-381.57723999999996,204.062175
1234,PA,Fayette County,42051,Mill Run Wind,2001,10,15.0,-79.385574,39.929733
1235,PA,Fayette County,42051,Mill Run Windpower LLC,18009,90,135.0,-714.5175770000001,359.28404400000005
1236,PA,Fayette County,42051,South Chestnut,46276,529,1058.0,-1833.8423389999998,914.2896180000001
1237,PA,Lancaster County,42071,Turkey Hill Frey Farm,4022,4,6.4,-152.91179699999998,79.918183
1238,PA,Luzerne County,42079,Bear Creek,24072,144,288.0,-909.0230170000001,494.84488
1239,PA,Lycoming County,42081,Laurel Hill,60360,900,2070.0,-2310.903005,1245.9592549999995
1240,PA,Schuylkill County,42107,Locust Ridge,16048,104,208.0,-609.8437959999999,326.638896
1241,PA,Schuylkill County,42107,Locust Ridge II,102459,2601,5202.0,-3885.8909089999997,2082.8242
1242,PA,Somerset County,42111,Casselman,46161,529,793.5,-1819.9535589999998,916.769137
1243,PA,Somerset County,42111,Forward,28112,196,411.5999999999999,-1104.063812,561.376186
1244,PA,Somerset County,42111,Green Mountain Wind Farm,16000,64,83.2,-632.5384670000001,318.80683999999997
1245,PA,Somerset County,42111,Lookout,36144,324,680.3999999999999,-1420.7781469999995,717.5744500000001
1246,PA,Somerset County,42111,Meyersdale,40060,400,600.0,-1580.065139,795.787336
1247,PA,Somerset County,42111,Ringer Hill,28224,196,558.5999999999999,-1108.695467,556.3614660000001
1248,PA,Somerset County,42111,Somerset,12006,36,54.0,-474.069306,239.87939899999998
1249,PA,Somerset County,42111,Stony Creek,70315,1225,1837.5,-2758.530962,1401.0841750000002
1250,PA,Somerset County,42111,Twin Ridges,136816,2668,5469.399999999998,-5363.201886,2704.1177860000003
1251,PA,Tioga County,42117,Armenia Mountain,56252,1876,2814.0,-2154.3750120000004,1169.0466030000002
1252,PA,Wayne County,42127,Waymart Wind Farm,86129,1849,2773.5,-3243.7797939999996,1788.6648629999997
1253,PA,Wyoming County,42131,Mehoopany,177056,4754,7606.400000000002,-6694.792946999998,3649.152682000001
1254,PR,Bayamon Municipio,72021,Ft Buchanan Energy Savings Performance Con,2013,3,0.825,-66.128632,18.416002
1255,PR,Catano Municipio,72033,Bacardi Puerto Rico,-19998,4,-19998.0,-132.27756499999998,36.917944000000006
1256,PR,Ceiba Municipio,72037,Ft Buchanan Energy Savings Performance Con,2013,3,0.825,-65.610001,18.231634
1257,PR,Guaynabo Municipio,72061,Ft Buchanan Energy Savings Performance Con,2013,3,0.825,-66.11595200000001,18.407097
1258,PR,Naguabo Municipio,72103,Punta Lima,26156,169,304.2,-854.061662,236.53452599999997
1259,PR,San Juan Municipio,72127,unknown San Juan Municipio,2012,1,-9999.0,-66.086853,18.429448999999998
1260,PR,Santa Isabel Municipio,72133,Santa Isabel,88528,1936,4452.7999999999965,-2921.174112999999,791.3339559999998
1261,RI,Kent County,44003,New England Tech,4018,2,0.2,-142.91789999999997,83.457184
1262,RI,Kent County,44003,WED Coventry 1,2016,1,1.5,-71.707817,41.675499
1263,RI,Kent County,44003,WED Coventry 2,6048,9,13.5,-215.113267,125.009239
1264,RI,Kent County,44003,WED Coventry 3,2016,1,1.5,-71.721161,41.695499
1265,RI,Kent County,44003,WED Coventry 4,2016,1,1.5,-71.729477,41.686527000000005
1266,RI,Kent County,44003,WED Coventry 5,2017,1,1.5,-71.699883,41.659915999999996
1267,RI,Kent County,44003,WED Coventry 6,6048,9,13.5,-215.113602,125.00643500000001
1268,RI,Newport County,44005,Hodges Badge,2012,1,0.25,-71.254944,41.566421999999996
1269,RI,Newport County,44005,Portsmouth Abbey School,2006,1,0.66,-71.2687,41.599090999999994
1270,RI,Newport County,44005,Sandywoods,2012,1,0.275,-71.1539,41.620490999999994
1271,RI,Newport County,44005,WED Portsmouth 1,2016,1,1.5,-71.25131999999999,41.614353
1272,RI,Providence County,44007,Field's Point Wastewater Treatment Facilit,6036,9,13.5,-214.16719899999998,125.38267099999999
1273,RI,Washington County,44009,Block Island,10080,25,150.0,-357.60943699999996,205.57696099999998
1274,RI,Washington County,44009,North Kingstown Green,2012,1,1.5,-71.4869,41.581593
1275,SD,Aurora County,46003,Crow Lake,106548,2847,4270.5,-5234.887452000002,2326.5537380000005
1276,SD,Aurora County,46003,unknown Aurora County,-1927,25,-49995.0,-493.783027,218.569613
1277,SD,Bon Homme County,46009,"Beethoven Wind, LLC",16120,344,636.4,-784.565255,345.28894099999997
1278,SD,Brookings County,46011,Buffalo Ridge,48216,576,1209.6,-2315.5210730000003,1066.126705
1279,SD,Brookings County,46011,Buffalo Ridge II,162810,8505,17010.0,-7827.047570999997,3606.0176500000007
1280,SD,Brookings County,46011,Minn-Dakota,72252,1296,1944.0,-3473.1675450000002,1596.0894309999999
1281,SD,Brule County,46015,Chamberlain Wind Project,4002,4,5.2,-198.495682,87.697086
1282,SD,Brule County,46015,Crow Lake,44233,1081,1621.5,-2174.3273339999996,964.7747690000001
1283,SD,Brule County,46015,South Dakota Wind Partners,12066,42,63.0,-592.985848,263.53225699999996
1284,SD,Brule County,46015,unknown Brule County,18162,81,-89991.0,-890.302597,393.43097800000004
1285,SD,Campbell County,46021,Campbell County,110825,3025,5225.0,-5515.133873000003,2518.412415
1286,SD,Charles Mix County,46023,"Beethoven Wind, LLC",38285,817,1511.4499999999996,-1863.841338,820.2007989999998
1287,SD,Clark County,46025,Oak Tree,22154,121,214.5,-1075.208267,494.3742420000001
1288,SD,Codington County,46029,unknown Codington County,2011,1,-9999.0,-97.054115,44.893368
1289,SD,Day County,46037,Day County Wind Project,132660,4356,6534.0,-6461.55689,2984.6064610000003
1290,SD,Deuel County,46039,Buffalo Ridge II,48240,2520,5040.0,-2319.230635,1069.2325219999998
1291,SD,Hand County,46059,Titan I,20090,100,250.0,-991.361022,444.76632599999994
1292,SD,Hutchinson County,46067,"Beethoven Wind, LLC",32240,688,1272.7999999999997,-1568.8992629999998,691.036585
1293,SD,Hyde County,46069,South Dakota,54081,729,1093.5,-2685.445334,1197.87437
1294,SD,Jerauld County,46073,Crow Lake,52272,1328,1992.0,-2566.88105,1142.50688
1295,SD,Jerauld County,46073,South Dakota Wind Partners,2011,7,10.5,-98.830688,43.940994
1296,SD,Jerauld County,46073,Wessington Springs,68306,1156,1734.0,-3352.290506,1496.0267630000003
1297,SD,McPherson County,46089,Tatanka,118472,3481,5221.5,-5842.187583999999,2708.786549
1298,SD,Miner County,46097,Carthage Wind Turbine,2002,1,0.10800000000000001,-97.740433,44.169022
1299,SD,Miner County,46097,City of Howard Wind Turbines,4002,4,0.43200000000000005,-195.077942,88.01912999999999
1300,SD,Pennington County,46103,unknown Pennington County 1,2002,1,-9999.0,-103.06649,44.088692
1301,SD,Pennington County,46103,unknown Pennington County 2,-9999,1,-9999.0,-102.971489,44.112095000000004
1302,SD,Todd County,46121,Rosebud Sioux,2003,1,0.75,-100.578491,43.002693
1303,TN,Anderson County,47001,Buffalo Mountain,30060,225,405.0,-1265.234314,541.905098
1304,TN,Anderson County,47001,Buffalo Mountain (Windrock),6000,9,5.9399999999999995,-253.01605999999998,108.36234700000001
1305,TX,Archer County,48009,Bobcat Bluff,201200,10000,15000.0,-9857.871448,3350.3550680000017
1306,TX,Archer County,48009,Trinity Hills,120720,5400,13500.0,-5921.676726,2005.3692160000003
1307,TX,Archer County,48009,Windthorst-2,56392,784,1803.200000000001,-2758.010612,938.0300320000001
1308,TX,Armstrong County,48011,Route 66,68510,2550,5100.0,-3448.8811929999993,1195.4930159999997
1309,TX,Armstrong County,48011,unknown Armstrong County,155309,5929,-769923.0,-7800.641664,2688.416478
1310,TX,Bailey County,48017,unknown Bailey County,20180,100,-99990.0,-1026.769517,340.52745
1311,TX,Baylor County,48023,Green Pastures I,100750,2500,7500.0,-4969.643126999999,1682.224074
1312,TX,Baylor County,48023,Green Pastures II,6045,150,450.0,-298.404228,100.9117
1313,TX,Borden County,48033,Brazos Wind Ranch,130195,4117,4117.0,-6584.716582000002,2141.209546
1314,TX,Borden County,48033,Bull Creek,361440,32400,32400.0,-18284.458942,5927.750323999998
1315,TX,Borden County,48033,Mesquite Creek,14105,826,1478.54,-711.7896580000001,228.85608999999997
1316,TX,Borden County,48033,Red Canyon Wind Energy,60180,1680,2520.0,-3036.3755860000006,988.417417
1317,TX,Borden County,48033,Stephens Ranch 1,217512,12744,22811.760000000013,-10978.240993999994,3553.488829
1318,TX,Briscoe County,48045,Briscoe,163215,6561,12150.0,-8206.123533000004,2784.424336000001
1319,TX,Briscoe County,48045,Longhorn,84630,4200,8400.0,-4252.62218,1441.8943590000003
1320,TX,Brown County,48049,unknown Brown County,2014,1,-9999.0,-98.87309300000001,31.956546999999997
1321,TX,Callahan County,48059,Lone Star II,54212,1882,3764.0,-2686.6251839999995,877.3891329999997
1322,TX,Cameron County,48061,Cameron,110825,3025,9075.0,-5361.686532,1440.6020760000001
1323,TX,Cameron County,48061,Los Vientos I,40240,1740,4001.9999999999986,-1951.5700679999998,525.9660190000001
1324,TX,Cameron County,48061,San Roman,62496,961,2883.0,-3018.4347270000003,809.448638
1325,TX,Cameron County,48061,unknown Cameron County,2012,1,-9999.0,-97.51263399999999,25.901937
1326,TX,Carson County,48065,Grandview I,237652,13924,24923.960000000025,-11940.883105999997,4160.4882069999985
1327,TX,Carson County,48065,Grandview II (Colbeck's Corner),135072,7504,13432.15999999998,-6775.818765000002,2367.265574999999
1328,TX,Carson County,48065,Llano Estacado Wind Ranch at White Deer,160080,6400,6400.0,-8098.401696,2837.3470140000004
1329,TX,Carson County,48065,Majestic,106477,2809,4213.5,-5380.858141999998,1876.3762879999997
1330,TX,Carson County,48065,Majestic II,102612,1361,2137.5999999999985,-5180.976234,1804.8806179999997
1331,TX,Carson County,48065,Panhandle Wind 1,235638,13806,25541.099999999948,-11851.301231,4145.416328000001
1332,TX,Carson County,48065,Panhandle Wind 2,161120,6320,14536.00000000002,-8105.283450000002,2834.1095839999994
1333,TX,Carson County,48065,Pantex Renewable Energy Project,10070,25,57.5,-507.662056,176.61346500000002
1334,TX,Carson County,48065,Route 66,82615,3075,6150.0,-4160.638481000001,1443.516559
1335,TX,Carson County,48065,Wege Wind Farm,16064,64,80.0,-812.2862309999999,282.768551
1336,TX,Castro County,48069,Bethel,242040,14400,33120.0,-12296.29401,4148.921890000001
1337,TX,Castro County,48069,Jumbo Road,326430,26244,48551.3999999999,-16564.388783000006,5623.38697
1338,TX,Clay County,48077,Shannon,239785,14161,24286.710000000014,-11706.300231000001,3987.408288000003
1339,TX,Coke County,48081,Capricorn Ridge,66232,4700,7050.0,-3326.4745179999995,1052.378976
1340,TX,Coke County,48081,Goat Phase I,126504,5040,5040.0,-6350.8378109999985,2012.7417749999993
1341,TX,Coke County,48081,Goat Phase II,58261,841,2018.399999999999,-2922.5000769999997,926.8858600000002
1342,TX,Collin County,48085,unknown Collin County,2009,1,-9999.0,-96.50975,33.232559
1343,TX,Collin County,48085,unknown Collins County,4022,4,-19998.0,-193.233383,66.44319200000001
1344,TX,Comanche County,48093,Flat Top,24216,1200,2400.0,-1183.2293169999998,380.62633199999993
1345,TX,Comanche County,48093,Logan's Gap Wind,175305,7569,17408.70000000001,-8586.389917,2768.1216970000005
1346,TX,Concho County,48095,unknown Concho County,169465,7056,-839916.0,-8401.098386999996,2614.439871
1347,TX,Cooke County,48097,Tyler Bluff,104832,2704,6530.159999999997,-5063.277426,1752.3609970000002
1348,TX,Cooke County,48097,Wolf Ridge,150600,5625,8437.5,-7305.4812729999985,2529.8838539999992
1349,TX,Crockett County,48105,Southwest Mesa,169915,9014,6329.999999999991,-8677.827089000002,2641.0399390000002
1350,TX,Crosby County,48107,Pleasant Hill,22165,61,109.79999999999998,-1116.002449,371.19878500000004
1351,TX,Crosby County,48107,Ralls Wind Farm,10055,25,50.0,-506.929077,168.30651
1352,TX,Crosby County,48107,Wake,137088,10200,17493.0,-6875.371084999999,2298.619296999999
1353,TX,Culberson County,48109,Delaware Mts.,71964,1368,1026.0,-3770.906835999999,1139.9415580000002
1354,TX,Culberson County,48109,West Texas Windplant,219450,12100,4235.0,-11523.358076999995,3491.721859
1355,TX,Dawson County,48115,Mesquite Creek,223665,13098,23445.420000000016,-11294.453987000003,3631.6258309999994
1356,TX,Deaf Smith County,48117,Broadview Energy JN LLC,72612,1296,2980.8000000000015,-3707.1785720000007,1252.61686
1357,TX,Deaf Smith County,48117,Hereford 1,209456,5468,10393.299999999987,-10635.348901,3615.640737000001
1358,TX,Denton County,48121,Apogee Stadium Wind,6036,9,0.8999999999999999,-291.482773,99.603382
1359,TX,Dickens County,48125,McAdoo,200800,10000,15000.0,-10098.416886999998,3376.3958019999995
1360,TX,Donley County,48129,Salt Fork,122976,5307,10614.0,-6156.785082000001,2144.962077
1361,TX,Donley County,48129,unknown Donley County,4032,4,-19998.0,-201.82727,70.36035100000001
1362,TX,Eastland County,48133,Silver Star I,32128,384,960.0,-1575.823081,517.39271
1363,TX,Ector County,48135,Notrees,18081,360,540.0,-925.0877229999999,287.406157
1364,TX,El Paso County,48141,unknown El Paso County,4030,4,-19998.0,-212.811104,63.576221
1365,TX,Ellis County,48139,Mountain Peak Special Utility District,2010,1,0.1,-97.024254,32.421448
1366,TX,Erath County,48143,Buckthorn,58493,685,2363.25,-2853.5087619999995,938.6277789999997
1367,TX,Erath County,48143,Silver Star I,16064,192,480.0,-787.5434419999999,258.61885800000005
1368,TX,Fisher County,48151,Inadale (Roscoe IV),88396,8668,8668.0,-4427.225743,1431.5007359999997
1369,TX,Fisher County,48151,Pyron (Roscoe III),116522,9628,14442.0,-5836.996530000001,1889.4400400000009
1370,TX,Floyd County,48153,Cotton Plains Wind,42357,441,1058.3999999999996,-2125.983728,713.7948739999999
1371,TX,Floyd County,48153,Longhorn,116870,5800,11600.0,-5871.637270999999,1989.0248370000006
1372,TX,Floyd County,48153,Old Settler Wind,127071,3969,9525.599999999999,-6372.840920999999,2143.6564670000007
1373,TX,Floyd County,48153,South Plains,201500,10000,20000.0,-10134.577518,3410.1063180000006
1374,TX,Floyd County,48153,South Plains II,183456,8281,27327.29999999996,-9224.360323,3112.721564999999
1375,TX,Floyd County,48153,Wake,165312,12300,21094.5,-8290.367327,2777.2379400000013
1376,TX,Floyd County,48153,Whirlwind Energy Center,52182,676,1554.7999999999993,-2628.50409,887.0336529999998
1377,TX,Gaines County,48165,Gaines Cavern Wind Project,2012,1,2.0,-103.062454,32.688553000000006
1378,TX,Garza County,48169,Red Canyon Wind Energy,52156,1456,2184.0,-2632.148666,857.314938
1379,TX,Glasscock County,48173,Bearkat I,114969,3249,11209.049999999988,-5790.900682,1810.6138410000003
1380,TX,Glasscock County,48173,Panther Creek I,142568,6745,10117.5,-7200.219744,2271.871786
1381,TX,Glasscock County,48173,Panther Creek II,144648,5544,8316.0,-7293.892147999996,2299.5310450000006
1382,TX,Glasscock County,48173,Rattlesnake,237770,13924,24426.0,-11970.577928999994,3743.3249700000006
1383,TX,Glasscock County,48173,Sand Bluff,56196,1260,2520.0,-2837.5465309999995,895.866259
1384,TX,Gray County,48179,Grandview II (Colbeck's Corner),90720,5040,9021.59999999999,-4547.465043999999,1589.729232999999
1385,TX,Gray County,48179,Salt Fork,6048,261,522.0,-302.846741,105.573654
1386,TX,Gray County,48179,unknown Gray County,42336,441,-209979.0,-2119.802758,739.081909
1387,TX,Hansford County,48195,Frisco,20120,100,200.0,-1016.0474089999999,364.984942
1388,TX,Hansford County,48195,Indian Mesa / Aeolus,2003,1,3.0,-101.327888,36.472694
1389,TX,Hansford County,48195,JD Wind 4,76304,1444,3032.4000000000015,-3852.266249000001,1382.914859
1390,TX,Hansford County,48195,Noble Great Plains,152684,5776,8664.0,-7703.682915000001,2772.0683049999993
1391,TX,Hansford County,48195,Palo Duro,48336,3528,5997.5999999999985,-2426.3826379999996,872.6124010000001
1392,TX,Hansford County,48195,unknown Hansford County,2013,1,-9999.0,-101.208694,36.197395
1393,TX,Harris County,48201,unknown Harris County,4030,4,-19998.0,-190.352371,59.25565400000001
1394,TX,Hartley County,48205,Suzlon Project VII,4022,2,4.2,-204.545181,71.49919200000001
1395,TX,Haskell County,48207,Horse Creek Wind,163296,8100,18630.0,-8063.1966250000005,2701.0086610000003
1396,TX,Haskell County,48207,Willow Springs Wind Farm,201700,10000,25000.0,-9964.713899999999,3334.140038000001
1397,TX,Haskell County,48207,unknown Haskell County,2017,1,-9999.0,-99.62338299999999,33.365986
1398,TX,Hemphill County,48211,Miami,122854,9516,17604.600000000006,-6128.955813999999,2174.367239
1399,TX,Hidalgo County,48215,Hidalgo (Los Mirasoles),104832,3900,7800.0,-5118.598229,1378.0078199999998
1400,TX,Hidalgo County,48215,Hidalgo II (Los Mirasoles),100800,2500,5000.0,-4918.371101000001,1324.9292519999995
1401,TX,Howard County,48227,Big Spring I,85957,1768,1170.8400000000008,-4360.294518000001,1384.212287
1402,TX,Howard County,48227,Big Spring II,5997,12,19.799999999999997,-304.202171,96.64168600000002
1403,TX,Howard County,48227,Elbow Creek Wind Farm,106424,2809,6460.699999999995,-5374.948904,1705.020928
1404,TX,Howard County,48227,Gunsight,135072,4489,8035.310000000008,-6797.038856999999,2176.5869680000005
1405,TX,Howard County,48227,NORESCO,2009,1,0.1,-101.507591,32.227596000000005
1406,TX,Howard County,48227,Ocotillo,56224,784,1646.3999999999992,-2839.114454,899.9986619999999
1407,TX,Howard County,48227,Panther Creek I,48192,2280,3420.0,-2434.9481879999994,770.8749880000001
1408,TX,Hudspeth County,48229,Hueco Mountain Wind Ranch,4002,4,2.64,-211.980378,63.430991000000006
1409,TX,Hutchinson County,48233,DeWind Little Pringle #1,10050,25,50.0,-507.67695599999996,179.592864
1410,TX,Hutchinson County,48233,DeWind Little Pringle #2,10050,25,50.0,-507.69166699999994,179.733974
1411,TX,Irion County,48235,Langford,56252,2800,4200.0,-2819.9536750000007,871.3968559999997
1412,TX,Irion County,48235,Santa Rita,30270,1800,4500.0,-1518.562477,467.976398
1413,TX,Jack County,48237,Barton Chapel,120540,3600,7200.0,-5899.793891999995,1984.3524510000002
1414,TX,Jack County,48237,Keechi,110825,3025,6050.0,-5399.024807999999,1823.1680769999994
1415,TX,Jack County,48237,Senate,124744,4650,9300.0,-6097.515187000001,2058.0773290000006
1416,TX,Jim Hogg County,48247,Sendero,70525,1365,2730.0,-3461.915538000001,951.4439729999997
1417,TX,Kenedy County,48261,Baffin,203515,10201,20402.0,-9856.411557000001,2744.3620670000005
